VideoName,ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
00173.mp4,4,126,B,1,2,1,543,596,560,573,620,365,5,X
00173.mp4,5,143,A,2,1,2,828,399,1088,362,564,601,6,B
00174.mp4,1,70,A,2,1,2,590,307,552,435,1130,422,6,X
00174.mp4,2,99,B,2,2,2,510,431,564,388,1131,420,6,X
00174.mp4,3,125,A,2,2,2,492,346,586,404,1118,386,8,X
00174.mp4,4,143,B,2,2,2,0,0,607,449,1115,388,6,X
00174.mp4,5,168,B,2,2,1,0,0,150,367,555,484,6,X
00174.mp4,6,190,B,2,2,1,554,489,560,452,150,367,5,X
00174.mp4,7,224,A,2,2,1,0,0,599,664,1247,241,7,B
00175.mp4,1,22,B,2,1,2,0,0,712,312,1035,302,1,X
00175.mp4,2,63,A,2,1,1,746,283,687,525,1036,302,7,X
00175.mp4,3,71,A,2,2,1,751,276,678,527,1036,302,7,X
00175.mp4,4,85,A,2,1,2,753,267,681,530,1034,301,7,B
00176.mp4,1,5,A,2,1,2,618,444,643,426,549,574,1,X
00176.mp4,2,27,B,2,1,2,475,582,609,414,598,433,8,X
00176.mp4,3,51,A,2,2,2,496,456,522,438,585,545,8,X
00176.mp4,4,85,B,2,2,2,818,660,769,644,702,429,3,X
00176.mp4,5,122,A,2,2,1,791,391,765,375,727,599,5,X
00176.mp4,6,131,B,2,2,2,828,608,729,592,780,404,6,X
00176.mp4,7,173,A,2,2,1,786,391,1004,401,734,597,5,X
00176.mp4,8,185,B,2,2,2,805,607,734,593,774,391,6,X
00176.mp4,9,223,B,2,2,2,827,596,669,578,1006,402,4,X
00176.mp4,10,244,A,2,1,2,801,449,739,433,792,579,6,X
00176.mp4,11,275,B,2,2,1,871,636,837,617,766,427,7,X
00176.mp4,12,308,B,2,1,2,476,611,621,586,657,408,6,X
00176.mp4,13,317,B,2,1,2,420,622,532,609,602,427,8,X
00176.mp4,14,325,A,2,2,2,388,429,517,599,621,412,6,B
00177.mp4,1,35,B,2,2,2,627,512,629,489,614,333,6,X
00177.mp4,2,72,B,2,2,2,670,576,728,554,1034,311,6,X
00177.mp4,3,101,A,2,1,2,718,345,704,528,726,549,6,X
00177.mp4,4,126,B,2,1,2,501,510,523,456,632,329,8,X
00177.mp4,5,169,A,1,2,1,713,278,645,499,1034,301,5,X
00177.mp4,6,181,B,2,1,2,560,551,585,531,696,281,6,X
00177.mp4,7,205,A,2,1,2,0,0,517,495,1034,301,1,A
00178.mp4,1,37,A,2,1,2,1186,378,672,378,584,489,1,X
00178.mp4,2,56,B,2,2,2,453,465,477,465,613,372,6,X
00178.mp4,3,82,A,2,2,1,542,366,567,366,531,474,3,X
00178.mp4,4,114,B,2,2,1,347,563,356,563,593,372,7,X
00178.mp4,5,149,A,2,2,2,570,356,580,356,536,521,6,X
00178.mp4,6,172,B,2,2,2,468,497,464,497,598,361,6,X
00178.mp4,7,186,B,2,2,2,0,0,500,493,615,367,6,X
00178.mp4,8,202,A,2,1,2,777,383,746,383,723,488,8,X
00178.mp4,9,217,A,2,1,2,768,384,755,384,746,489,8,B
00179.mp4,1,10,A,2,1,2,678,343,709,526,682,557,1,X
00179.mp4,2,34,B,2,2,2,746,529,685,507,302,413,6,X
00179.mp4,3,77,A,2,2,1,538,300,590,530,571,544,5,X
00179.mp4,4,93,B,2,1,2,488,555,521,541,546,302,6,X
00179.mp4,5,122,A,2,2,2,650,375,635,538,648,551,6,X
00179.mp4,6,154,B,2,2,1,798,577,737,558,679,334,5,X
00179.mp4,7,166,A,2,1,2,547,329,300,413,743,596,6,X
00179.mp4,8,178,A,2,1,2,501,342,300,414,702,571,6,X
00179.mp4,9,197,B,2,2,2,501,535,589,516,536,348,6,X
00179.mp4,10,209,B,2,1,2,522,517,583,321,300,414,6,X
00179.mp4,11,234,A,2,2,2,698,324,622,503,634,521,6,X
00179.mp4,12,285,B,1,2,1,461,582,301,413,636,308,3,X
00179.mp4,13,299,A,2,2,2,495,328,562,312,511,586,6,X
00179.mp4,14,331,B,2,2,2,815,521,754,489,300,412,6,X
00179.mp4,15,359,A,2,1,2,811,384,765,374,708,498,8,X
00179.mp4,16,402,B,2,2,1,862,651,814,641,708,354,7,X
00179.mp4,17,431,A,2,1,2,0,0,691,351,676,564,8,X
00179.mp4,18,454,B,2,1,2,498,522,554,487,656,348,8,X
00179.mp4,19,537,B,2,2,2,788,525,773,477,653,310,6,X
00179.mp4,20,566,A,2,2,2,788,381,716,496,751,518,8,X
00179.mp4,21,607,B,1,2,1,483,621,493,593,589,344,3,X
00179.mp4,22,648,A,2,2,1,507,301,300,414,589,562,5,A
00180.mp4,1,34,B,2,1,2,631,519,629,499,682,333,1,X
00180.mp4,2,50,A,2,2,2,0,0,264,300,625,502,6,X
00180.mp4,3,61,B,2,1,2,725,510,678,477,726,363,8,X
00180.mp4,4,70,B,2,2,2,0,0,263,300,655,344,8,X
00180.mp4,5,114,B,2,2,2,814,549,740,532,770,279,6,X
00180.mp4,6,168,B,2,1,2,694,504,659,484,268,296,8,X
00180.mp4,7,207,A,2,2,1,751,278,738,507,749,530,4,B
00181.mp4,1,32,A,2,1,2,670,448,645,430,586,607,1,X
00181.mp4,2,100,B,2,2,2,0,0,568,552,1003,401,6,X
00181.mp4,3,140,A,2,2,1,728,375,711,360,720,587,5,X
00181.mp4,4,201,B,2,2,2,822,584,703,417,1004,406,8,X
00181.mp4,5,242,A,2,2,1,800,387,1004,400,731,584,5,X
00181.mp4,6,260,B,2,2,2,766,614,773,596,1005,406,6,X
00181.mp4,7,284,A,2,2,2,634,452,683,575,1004,400,8,X
00181.mp4,8,305,B,2,1,2,498,578,548,536,594,418,6,X
00181.mp4,9,339,A,2,2,1,773,392,774,369,645,566,5,X
00181.mp4,10,356,B,2,2,2,822,609,717,594,815,390,6,X
00181.mp4,11,410,B,2,2,1,465,626,648,420,1003,400,3,X
00181.mp4,12,431,B,2,1,2,678,662,535,640,685,413,6,X
00181.mp4,13,475,B,2,1,2,486,604,589,590,1004,401,6,X
00181.mp4,14,505,A,2,2,2,527,448,556,434,1003,402,6,X
00181.mp4,15,559,B,2,2,1,467,680,470,664,592,412,7,X
00181.mp4,16,590,B,2,1,2,465,688,429,672,611,404,3,X
00181.mp4,17,613,B,2,2,1,0,0,441,661,1004,399,3,X
00181.mp4,18,627,B,2,2,2,0,0,681,416,502,660,8,B
00182.mp4,1,31,B,2,1,2,1061,485,673,485,613,388,1,X
00182.mp4,2,47,A,2,2,1,1005,378,607,378,665,486,3,X
00182.mp4,3,97,B,1,2,1,1143,565,433,565,658,373,3,X
00182.mp4,4,109,B,2,2,2,0,0,171,631,557,372,6,X
00182.mp4,5,124,A,2,2,1,0,0,565,372,377,560,6,X
00182.mp4,6,203,A,2,1,2,956,359,641,359,622,485,6,X
00182.mp4,7,222,B,2,1,2,1205,474,569,474,647,365,6,X
00182.mp4,8,250,A,2,2,1,723,366,723,366,627,475,3,X
00182.mp4,9,291,B,2,2,2,1151,577,523,577,684,369,7,X
00182.mp4,10,323,A,2,2,2,692,381,689,381,1229,456,6,X
00182.mp4,11,343,B,2,2,2,0,0,663,476,650,373,8,A
00183.mp4,1,9,B,2,2,2,0,0,581,387,558,410,2,X
00183.mp4,2,19,B,2,2,2,0,0,584,385,559,410,2,X
00183.mp4,3,100,B,2,2,1,461,629,492,610,592,391,3,X
00183.mp4,4,116,A,2,2,2,486,429,533,415,491,625,6,X
00183.mp4,5,145,B,2,2,2,768,583,736,541,627,401,8,A
00184.mp4,1,10,B,2,1,2,610,532,659,502,613,328,1,X
00184.mp4,2,47,B,2,1,2,476,510,546,460,266,300,8,X
00184.mp4,3,70,A,2,2,1,0,0,269,295,561,493,5,X
00184.mp4,4,139,A,2,1,2,821,353,732,330,726,498,6,B
00185.mp4,1,14,A,2,1,2,625,426,497,593,1085,358,2,X
00185.mp4,2,43,B,2,2,2,0,0,453,635,1085,357,2,X
00185.mp4,3,78,B,2,2,1,483,660,452,634,1085,358,3,X
00185.mp4,4,101,A,2,2,2,459,412,567,595,1085,358,6,X
00185.mp4,5,128,B,2,1,2,426,567,493,528,1085,358,8,X
00185.mp4,6,171,A,2,2,1,507,326,546,552,1085,358,3,X
00185.mp4,7,194,B,2,2,2,851,580,780,548,582,374,6,X
00185.mp4,8,253,A,2,2,1,817,390,794,376,768,569,5,B
00186.mp4,1,41,A,2,2,2,0,0,594,327,583,536,6,X
00186.mp4,2,64,B,2,2,2,690,539,694,500,673,339,9,X
00186.mp4,3,87,A,2,2,2,646,362,690,499,1014,317,9,X
00186.mp4,4,119,B,2,2,1,826,639,776,628,701,312,7,X
00186.mp4,5,132,A,2,1,2,772,336,702,312,743,587,6,X
00186.mp4,6,149,B,2,2,2,797,565,735,511,741,336,6,X
00186.mp4,7,189,A,2,2,2,491,322,541,299,597,509,6,X
00186.mp4,8,211,B,2,2,1,441,483,537,291,1015,318,9,A
00187.mp4,1,43,A,2,2,2,621,297,569,481,1131,419,6,X
00187.mp4,2,52,B,2,2,2,594,489,567,472,1131,418,6,X
00187.mp4,3,130,A,2,2,2,0,0,755,534,958,457,3,B
00188.mp4,1,22,B,2,1,2,686,510,715,479,1028,308,8,X
00188.mp4,2,61,B,2,1,2,588,496,607,459,1027,308,6,X
00188.mp4,3,70,B,2,1,2,568,496,618,346,1027,308,8,X
00188.mp4,4,106,A,2,2,1,565,278,579,530,1027,308,5,X
00188.mp4,5,122,B,2,2,2,823,553,702,523,1027,308,6,X
00188.mp4,6,149,A,2,1,2,772,351,736,497,1027,309,6,X
00188.mp4,7,173,B,2,2,2,756,510,740,459,1027,308,8,X
00188.mp4,8,206,A,2,2,1,543,290,583,533,1028,308,7,X
00188.mp4,9,229,B,2,2,2,746,559,759,498,1028,307,6,X
00188.mp4,10,256,A,2,1,2,608,361,687,488,1028,308,6,X
00188.mp4,11,302,B,2,1,2,0,0,592,460,1027,308,8,X
00188.mp4,12,310,A,2,1,2,0,0,566,486,1028,308,8,B
00189.mp4,1,20,B,2,2,2,576,522,525,495,1027,307,8,X
00189.mp4,2,56,A,2,2,1,588,266,668,524,1026,309,5,X
00189.mp4,3,69,B,2,2,2,813,568,693,537,1026,309,6,X
00189.mp4,4,101,A,2,1,2,778,345,717,503,1027,309,6,X
00189.mp4,5,128,B,2,2,2,807,493,685,322,1027,309,6,X
00189.mp4,6,153,A,2,1,2,790,375,721,464,1028,308,8,X
00189.mp4,7,201,B,2,2,1,550,559,578,537,1027,308,5,X
00189.mp4,8,212,A,2,1,2,531,318,623,543,1028,308,6,X
00189.mp4,9,249,B,2,2,2,826,520,744,478,643,316,8,X
00189.mp4,10,295,B,2,1,2,443,561,576,547,1025,310,6,X
00189.mp4,11,325,A,2,1,2,552,336,523,528,1027,309,6,X
00189.mp4,12,358,B,2,2,2,771,534,720,505,675,316,8,X
00189.mp4,13,398,A,2,2,1,701,261,720,513,1027,308,5,X
00189.mp4,14,414,B,2,1,2,401,567,573,542,1025,310,6,A
00190.mp4,1,83,A,2,1,2,785,377,763,377,810,465,8,X
00190.mp4,2,110,B,2,2,2,0,0,652,532,682,379,6,X
00190.mp4,3,151,A,2,2,2,0,0,602,373,576,578,6,B
00191.mp4,1,80,A,2,2,2,636,288,645,477,141,368,6,X
00191.mp4,2,109,B,2,2,1,821,595,768,577,34,310,7,X
00191.mp4,3,137,A,2,2,1,533,256,639,529,1130,419,5,X
00191.mp4,4,196,A,2,2,2,762,292,491,555,142,369,6,X
00191.mp4,5,227,B,2,2,2,761,487,754,455,140,369,6,X
00191.mp4,6,294,B,2,2,1,783,577,721,561,1130,419,6,X
00191.mp4,7,309,A,2,2,2,761,271,696,546,1129,417,6,X
00191.mp4,8,327,A,2,2,2,757,331,710,499,1130,419,6,X
00191.mp4,9,351,B,2,2,2,776,458,728,440,1130,418,6,X
00191.mp4,10,391,A,2,2,1,0,0,670,452,1114,379,7,X
00191.mp4,11,406,A,1,2,2,503,240,636,478,1128,418,3,X
00191.mp4,12,454,B,2,2,2,650,634,584,605,1127,421,7,X
00191.mp4,13,491,A,2,2,2,788,297,681,508,1128,421,8,X
00191.mp4,14,530,A,2,2,2,667,284,711,418,1128,420,6,X
00191.mp4,15,544,A,2,2,2,550,285,661,398,1128,419,6,B
00192.mp4,1,59,B,2,1,2,0,0,722,406,628,563,1,X
00192.mp4,2,70,A,2,2,2,695,461,651,553,1005,399,6,X
00192.mp4,3,112,B,2,2,1,505,660,486,635,587,409,3,X
00192.mp4,4,130,A,2,2,2,671,416,536,649,1005,399,6,X
00192.mp4,5,187,B,1,2,1,462,644,477,621,632,385,3,X
00192.mp4,6,219,A,2,2,1,486,378,537,599,1006,399,5,X
00192.mp4,7,233,B,2,1,2,469,606,545,596,481,393,6,X
00192.mp4,8,258,A,2,2,1,528,441,586,422,561,585,6,X
00192.mp4,9,289,B,2,2,1,486,625,472,604,581,421,3,X
00192.mp4,10,334,A,2,1,2,0,0,532,610,734,451,8,B
00193.mp4,1,32,A,2,2,2,0,0,726,592,1084,360,2,X
00193.mp4,2,71,B,2,2,2,0,0,706,634,1085,359,3,X
00193.mp4,3,95,B,2,2,1,772,659,766,639,1085,358,3,X
00193.mp4,4,128,A,2,2,1,526,360,589,578,1085,359,3,X
00193.mp4,5,146,B,2,2,2,536,597,581,584,1085,359,6,X
00193.mp4,6,173,A,2,1,2,823,426,681,559,1085,358,8,X
00193.mp4,7,196,B,2,2,2,0,0,638,595,1085,358,6,X
00193.mp4,8,224,B,2,2,1,912,656,890,645,731,407,3,X
00193.mp4,9,243,A,2,2,1,736,403,753,595,1086,358,3,X
00193.mp4,10,265,B,2,1,2,493,569,556,525,1085,358,8,X
00193.mp4,11,292,A,2,2,2,485,435,554,530,1084,360,8,A
00194.mp4,1,48,B,2,1,2,616,486,141,369,1131,419,6,X
00194.mp4,2,80,A,1,2,1,537,371,571,480,554,494,7,X
00194.mp4,3,105,B,2,2,1,746,535,1130,419,142,367,5,X
00194.mp4,4,131,A,2,2,2,531,337,733,570,1131,417,6,X
00194.mp4,5,160,B,2,1,2,481,501,539,471,1132,418,6,X
00194.mp4,6,187,A,2,2,2,501,294,565,466,1132,418,6,X
00194.mp4,7,199,B,2,1,2,490,491,575,471,139,366,6,X
00194.mp4,8,248,B,2,2,2,0,0,141,368,543,453,1,X
00194.mp4,9,264,A,2,2,1,0,0,140,368,579,490,3,X
00194.mp4,10,280,A,2,2,1,582,245,592,501,1130,419,5,X
00194.mp4,11,294,B,2,1,2,501,526,585,513,1130,419,6,X
00194.mp4,12,338,B,2,2,2,525,523,579,504,141,367,6,X
00194.mp4,13,365,A,2,2,2,508,277,607,486,138,366,6,X
00194.mp4,14,384,B,2,1,2,486,495,595,480,138,366,6,X
00194.mp4,15,425,B,2,2,2,0,0,529,426,1130,418,6,X
00194.mp4,16,433,A,2,1,2,0,0,138,366,547,441,1,X
00194.mp4,17,450,A,2,2,1,536,251,568,480,138,366,3,X
00194.mp4,18,467,B,2,2,2,740,519,653,501,138,366,6,X
00194.mp4,19,487,B,2,2,1,841,601,790,583,18,277,7,X
00194.mp4,20,507,A,2,2,2,566,290,721,570,141,368,6,X
00194.mp4,21,512,A,2,2,2,551,306,713,563,141,368,6,X
00194.mp4,22,547,B,1,2,1,408,576,442,556,140,368,3,X
00194.mp4,23,586,A,1,2,1,536,243,563,512,1129,418,7,X
00194.mp4,24,617,B,2,2,2,850,569,754,552,140,367,4,X
00194.mp4,25,650,A,2,1,2,746,327,713,492,141,367,6,X
00194.mp4,26,747,B,1,2,1,560,571,531,534,140,367,5,X
00194.mp4,27,776,A,2,2,1,720,265,601,521,1130,419,6,X
00194.mp4,28,803,B,2,2,1,855,568,831,554,693,267,3,X
00194.mp4,29,836,A,2,2,2,532,317,688,514,1131,418,6,X
00194.mp4,30,864,B,2,2,1,476,566,505,547,1131,418,5,X
00194.mp4,31,896,A,2,2,1,0,0,553,550,1131,419,7,X
00194.mp4,32,911,A,2,2,1,552,245,584,510,1132,419,7,X
00194.mp4,33,917,A,2,2,1,641,251,654,500,1131,419,5,X
00194.mp4,34,935,B,2,2,2,787,500,748,457,1130,419,6,X
00194.mp4,35,987,B,2,2,2,878,538,720,526,717,263,6,X
00194.mp4,36,1032,A,2,2,2,786,267,704,545,1130,417,6,X
00194.mp4,37,1058,A,2,2,2,778,254,715,494,1130,417,1,B
00195.mp4,1,13,A,2,1,2,615,346,573,522,598,549,1,X
00195.mp4,2,53,A,2,2,2,526,381,577,506,554,534,8,X
00195.mp4,3,89,B,2,1,1,536,601,588,573,299,413,3,X
00195.mp4,4,109,A,2,1,2,746,338,572,616,616,633,6,X
00195.mp4,5,138,B,2,1,2,757,536,696,524,709,340,9,X
00195.mp4,6,151,A,2,2,2,733,339,703,487,759,524,6,X
00195.mp4,7,163,B,2,2,1,751,537,747,524,299,413,5,X
00195.mp4,8,185,A,2,2,2,721,362,672,346,701,538,6,B
00196.mp4,1,61,A,2,1,2,1068,378,623,378,690,480,1,X
00196.mp4,2,72,A,2,2,2,1113,388,632,388,1172,435,8,X
00196.mp4,3,95,B,2,1,2,371,517,515,517,592,379,8,X
00196.mp4,4,103,B,2,1,2,1232,601,1201,408,566,518,6,X
00196.mp4,5,128,A,2,1,2,525,376,520,376,505,534,6,X
00196.mp4,6,149,B,2,2,1,429,501,423,501,553,379,7,X
00196.mp4,7,192,A,2,1,2,638,365,631,365,714,503,6,X
00196.mp4,8,219,A,2,2,2,597,386,621,386,540,498,6,X
00196.mp4,9,263,A,2,2,2,617,369,602,369,655,514,5,X
00196.mp4,10,295,B,2,2,2,696,463,628,463,678,372,6,X
00196.mp4,11,304,B,2,1,2,756,471,678,471,689,370,6,A
00197.mp4,1,23,B,2,1,2,670,523,619,333,310,413,6,X
00197.mp4,2,46,A,2,1,2,777,370,717,358,703,508,6,X
00197.mp4,3,60,B,2,2,2,776,540,738,497,692,347,6,X
00197.mp4,4,68,B,2,2,2,732,535,740,496,710,352,6,A
00198.mp4,1,26,A,2,1,2,657,302,719,483,148,368,1,X
00198.mp4,2,44,B,2,2,2,736,487,711,468,1127,419,6,X
00198.mp4,3,74,A,2,2,1,758,267,708,480,1128,417,4,X
00198.mp4,4,85,B,2,2,1,796,501,741,483,1128,419,4,B
00199.mp4,1,40,A,2,1,2,645,365,1034,312,670,547,6,X
00199.mp4,2,58,B,2,1,2,472,502,561,462,617,343,8,X
00199.mp4,3,99,B,2,2,2,422,581,544,557,539,278,6,A
00200.mp4,1,30,B,2,2,2,703,524,621,336,310,414,6,X
00200.mp4,2,60,B,2,1,2,570,544,633,489,568,370,6,X
00200.mp4,3,72,B,2,1,2,517,526,563,482,611,341,8,X
00200.mp4,4,130,B,2,2,2,802,570,741,551,731,304,6,X
00200.mp4,5,162,B,2,2,2,0,0,298,422,652,556,6,X
00200.mp4,6,186,B,2,2,2,816,569,768,346,780,368,6,X
00200.mp4,7,198,B,2,2,2,938,573,738,552,766,359,8,A
00201.mp4,1,18,A,2,2,2,0,0,726,604,1086,356,2,X
00201.mp4,2,35,B,2,2,2,0,0,722,622,1085,357,2,X
00201.mp4,3,55,B,2,2,1,0,0,728,640,1085,357,3,X
00201.mp4,4,79,B,2,2,1,833,646,793,616,1091,363,5,X
00201.mp4,5,121,B,2,2,1,878,611,710,381,1085,358,3,X
00201.mp4,6,128,B,2,2,2,0,0,904,585,1085,358,6,X
00201.mp4,7,156,A,2,2,2,0,0,779,596,1085,358,3,X
00201.mp4,8,175,A,2,2,1,768,355,744,575,1084,360,3,X
00201.mp4,9,204,B,2,2,2,852,580,751,364,1085,360,6,X
00201.mp4,10,233,A,2,1,2,859,454,769,536,1085,359,8,X
00201.mp4,11,286,A,2,2,2,492,463,708,511,1085,358,8,X
00201.mp4,12,329,B,2,2,1,467,643,497,629,1084,357,3,X
00201.mp4,13,387,B,2,1,2,421,589,548,571,1085,356,6,X
00201.mp4,14,413,A,2,2,1,532,414,519,575,1085,356,3,B
00202.mp4,1,56,A,2,2,2,0,0,558,384,576,490,8,X
00202.mp4,2,73,B,2,1,2,0,0,536,518,598,378,1,X
00202.mp4,3,92,B,1,2,1,311,570,323,570,600,371,3,X
00202.mp4,4,122,A,2,2,1,512,366,511,366,561,525,7,X
00202.mp4,5,145,B,2,2,2,778,493,763,493,604,365,6,X
00202.mp4,6,178,A,2,2,2,791,391,779,391,741,477,8,X
00202.mp4,7,197,A,2,1,2,879,371,755,371,808,473,6,X
00202.mp4,8,217,B,2,2,1,931,576,920,576,729,372,7,X
00202.mp4,9,243,A,2,2,2,718,384,716,384,676,499,6,X
00202.mp4,10,257,B,2,2,1,837,480,832,480,709,380,7,B
00203.mp4,1,104,B,2,2,1,852,654,808,642,717,415,7,X
00203.mp4,2,128,A,2,1,2,791,449,756,438,742,602,8,X
00203.mp4,3,161,B,2,1,2,476,551,506,517,591,436,8,X
00203.mp4,4,193,B,2,2,2,488,552,517,531,1009,399,8,A
00204.mp4,1,27,B,2,1,2,682,528,712,497,696,348,6,X
00204.mp4,2,45,A,2,2,1,593,332,664,516,654,532,6,X
00204.mp4,3,80,B,2,2,2,552,562,572,546,595,315,4,X
00204.mp4,4,141,B,2,2,1,536,623,548,605,301,415,3,X
00204.mp4,5,173,B,2,2,2,598,570,557,543,594,323,4,X
00204.mp4,6,202,B,2,2,2,0,0,292,421,607,550,6,X
00204.mp4,7,218,B,2,1,2,741,528,692,486,301,415,8,X
00204.mp4,8,259,A,2,2,1,518,305,604,528,301,415,7,X
00204.mp4,9,284,B,2,1,2,488,536,513,493,560,310,6,X
00204.mp4,10,324,A,2,2,1,557,290,624,519,551,542,5,X
00204.mp4,11,357,B,2,2,2,812,611,800,594,301,415,4,X
00204.mp4,12,379,A,2,2,2,602,375,692,574,681,614,6,X
00204.mp4,13,384,A,2,2,2,578,378,670,557,655,604,6,X
00204.mp4,14,411,B,2,2,2,506,532,575,499,302,415,8,A
00205.mp4,1,18,B,2,1,2,603,596,608,573,1085,358,1,X
00205.mp4,2,35,A,2,1,2,658,427,625,557,1084,359,6,X
00205.mp4,3,62,B,1,2,1,477,595,537,566,1083,360,5,X
00205.mp4,4,74,A,2,2,2,463,399,500,613,1083,360,6,X
00205.mp4,5,103,B,2,1,2,442,567,523,547,1084,358,8,X
00205.mp4,6,144,A,2,2,1,491,380,545,562,1084,359,3,X
00205.mp4,7,167,B,2,2,2,783,585,721,552,1084,358,6,X
00205.mp4,8,184,A,2,2,2,791,397,725,548,1084,358,6,X
00205.mp4,9,207,B,2,2,2,860,574,732,378,1083,359,8,X
00205.mp4,10,248,A,2,2,1,665,365,652,560,1084,358,6,X
00205.mp4,11,256,B,2,1,2,631,587,632,569,1084,359,6,A
00206.mp4,1,49,A,2,2,1,0,0,547,350,614,562,3,X
00206.mp4,2,70,A,2,2,1,0,0,557,331,585,575,5,X
00206.mp4,3,90,A,2,2,1,578,345,585,564,1090,361,3,X
00206.mp4,4,117,B,2,2,2,886,572,822,539,654,358,8,X
00206.mp4,5,131,B,2,2,2,871,565,826,540,742,404,6,X
00206.mp4,6,147,B,2,1,2,881,563,810,545,798,409,8,B
00207.mp4,1,13,B,2,1,2,0,0,618,532,986,329,1,X
00207.mp4,2,32,B,2,2,2,543,565,585,524,542,369,6,X
00207.mp4,3,51,B,2,1,2,494,515,608,340,567,355,6,X
00207.mp4,4,90,A,1,2,1,507,303,519,272,565,518,5,X
00207.mp4,5,105,B,2,1,2,483,560,523,546,520,299,6,X
00207.mp4,6,136,A,2,1,2,612,369,638,528,663,558,6,X
00207.mp4,7,168,B,1,2,1,488,611,500,574,590,328,3,X
00207.mp4,8,200,B,2,2,1,618,568,638,539,647,336,4,X
00207.mp4,9,244,B,2,1,2,511,547,546,500,586,333,6,X
00207.mp4,10,267,A,2,1,2,721,326,611,516,637,537,6,B
00208.mp4,1,29,B,2,2,2,696,512,689,490,688,334,8,X
00208.mp4,2,72,B,2,1,2,640,552,584,527,629,343,6,X
00208.mp4,3,98,A,2,2,1,0,0,608,557,1034,301,5,X
00208.mp4,4,125,B,2,2,2,600,508,612,487,1033,311,6,X
00208.mp4,5,132,B,2,1,2,586,502,599,474,1033,310,6,X
00208.mp4,6,144,A,2,2,2,577,365,610,349,1034,311,8,B
00209.mp4,1,46,A,2,1,2,606,300,551,489,1118,389,1,X
00209.mp4,2,63,B,2,2,2,575,490,543,476,1129,420,6,A
00210.mp4,1,19,B,2,2,2,0,0,584,389,554,414,2,X
00210.mp4,2,83,A,2,2,1,561,388,591,583,1009,398,5,X
00210.mp4,3,114,B,1,2,1,478,635,597,397,577,412,5,X
00210.mp4,4,132,A,2,2,2,490,419,547,406,511,604,6,X
00210.mp4,5,157,B,2,2,1,512,580,528,564,566,396,5,X
00210.mp4,6,194,B,2,2,2,570,561,570,403,1010,403,6,X
